id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31840,A Residenza Martin  Classic room,380378,Officina 360,,Centro Storico,43.77709,11.25216,Private room,122,1,131,2024-06-08,0.77,31,353,7,
32120,Welcome at Corte Verde in Florence,99235,Lucia,,Gavinana Galluzzo,43.76157,11.27741,Entire home/apt,95,1,26,2023-10-09,0.16,1,53,2,
32180,Charming Gem - Oltrarno City centre,13925330,Cesare,,Centro Storico,43.76832,11.24348,Entire home/apt,109,6,34,2023-12-06,0.20,1,265,5,048017LTN9464
39115,Central Double Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,104,2,78,2024-05-15,0.46,10,305,10,
39165,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,121,2,21,2024-04-08,0.13,10,283,3,
39822,Apartment Santa Monaca,154769,Matilde,,Centro Storico,43.76742,11.24378,Entire home/apt,120,4,29,2023-09-10,0.17,3,252,1,
43369,Pinzochere Mansarda at SANTA CROCE,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,228,3,8,2023-08-24,0.06,79,49,1,048017LTN4271
44781,Stylish Terrace on Boboli Gardens,33210,Rocco,,Centro Storico,43.76417541503906,11.246184349060059,Entire home/apt,199,4,406,2024-06-17,2.44,1,155,37,048017LTN10917
45606,MATTEO Apart. Florence Centre,202686,Tarcisio,,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,68,31,440,2023-10-22,2.78,3,0,14,
46520,A Residenza Martin:  Superior room,380378,Officina 360,,Centro Storico,43.77699,11.25216,Private room,138,1,104,2024-01-29,0.62,31,351,8,
46523,A Residenza Martin:  Single room,380378,Officina 360,,Centro Storico,43.77704,11.25217,Private room,103,1,262,2024-04-30,1.57,31,343,15,
46524,A Residenza Martin:  Deluxe room,380378,Officina 360,,Centro Storico,43.777,11.25216,Private room,141,1,111,2024-01-20,0.69,31,357,15,
47498,Leonardo House,215302,Darko,,Centro Storico,43.77386,11.25028,Private room,99,1,521,2023-09-15,3.12,3,19,5,
48372,Central Single Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,80,3,26,2024-05-25,0.17,10,299,12,
52543,FILIPPO Apartm. FLORENCE CENTER,202686,Tarcisio,,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,68,4,216,2024-05-31,1.35,3,51,10,
52545,LETIZIA FLORENCE CENTER Apartm.,202686,Tarcisio,,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,76,4,212,2024-06-09,1.38,3,0,7,
57542,love Florence?love Florentin house,274074,Elly,,Centro Storico,43.77236,11.24787,Entire home/apt,120,3,137,2024-06-09,0.85,16,229,18,048017ltn1192
57572,Camera Verde B&B Leonardo da Vinci,274227,Carla,,Campo di Marte,43.78244,11.26419,Private room,,5,156,2024-06-15,0.98,1,0,3,
57644,Terrazzino Apartment,274758,Francesco,,Centro Storico,43.77713,11.26182,Entire home/apt,129,3,110,2024-04-11,0.70,5,197,12,
57767,Toscanella Apartment,274758,Francesco,,Centro Storico,43.76728,11.25066,Entire home/apt,221,2,127,2024-06-03,0.82,5,173,25,
57859,Giotto Central Florence apartment with Terrace,274074,Elly,,Centro Storico,43.77613,11.25492,Entire home/apt,130,3,213,2024-06-18,1.34,16,286,23,048017LTN7393
60838,Home Sweet Home away from home 753 Square Feet,293716,Paolo,,Centro Storico,43.77263,11.26316,Entire home/apt,112,4,118,2024-05-31,0.74,1,192,11,
64023,Loft style historical Central,96905,Elisabetta,,Centro Storico,43.77089,11.25966,Entire home/apt,100,3,214,2024-06-06,1.34,3,270,36,048017LTN1004
66045,ARTISTI bright and comfortable apartment,323151,Mauro,,Campo di Marte,43.78262,11.26856,Entire home/apt,120,3,96,2018-04-30,0.59,4,182,0,
66353,AGNOLO gorgeous and colorful flat,323151,Mauro,,Centro Storico,43.77055,11.26723,Entire home/apt,140,3,32,2024-01-02,0.20,4,57,5,
66598,Santa Croce wonderful and cozy apartment,323151,Mauro,,Centro Storico,43.76787,11.26324,Entire home/apt,180,3,146,2024-05-19,0.92,4,69,11,
66903,apartment in the center of Florence,328936,Stefano,,Centro Storico,43.77591,11.25846,Entire home/apt,109,5,31,2024-05-03,0.19,1,267,9,048017LTN0185
67725,Central Triple Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,145,2,10,2023-10-09,0.08,10,271,1,
68273,Regal Apartment in 16th Century Florentine Palazzo,338220,Allegra,,Centro Storico,43.77931,11.25805,Entire home/apt,124,3,40,2022-10-31,0.25,1,58,0,
70885,Central Double Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,113,2,33,2024-05-05,0.21,10,304,3,
71605,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,120,2,28,2024-06-04,0.18,10,280,4,
73345,Luxury Apartment near Duomo - Fiber Wİ-Fİ,382561,Ati,,Centro Storico,43.76971,11.2518,Entire home/apt,179,3,163,2024-06-04,1.65,4,342,20,
74682,Large Studio in Ognissanti Palace,386165,Gianluca,,Centro Storico,43.77243,11.24519,Entire home/apt,100,1,1082,2024-06-06,6.73,1,63,84,
75803,Borgo Ponte all'Asse,403066,Paola,,Gavinana Galluzzo,43.74185,11.21287,Entire home/apt,200,2,10,2023-07-22,0.07,3,352,1,
77570,Duomo Flat Amazing view in Florence,416144,Massimiliano,,Centro Storico,43.77272,11.25914,Entire home/apt,208,2,758,2024-06-19,5.44,1,232,86,048017LTN10560
80692,Alfani Suite by GALLERIA ACCADEMIA,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,216,3,2,2017-05-21,0.02,79,17,0,048017LTN3740
80693,Alfani Terrace 2b near the Duomo,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,399,3,11,2022-08-31,0.10,79,48,0,048017LTN3741
80694,Alfani 2b VIEW OF DUOMO,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,442,3,26,2023-07-06,0.16,79,1,1,048017LTN3742
81606,"MAGDA: next to the DUOMO , 2 rooms, lift",434231,Magda,,Centro Storico,43.7736,11.25881,Entire home/apt,140,7,7,2022-05-20,0.05,4,190,0,
81897,"OYSTER: lovely for 2, QUIET, by the DUOMO",434231,Magda,,Centro Storico,43.77488,11.25966,Entire home/apt,146,30,1,2019-09-16,0.02,4,78,0,
82478,"MASSIMO: A CHARMING  LOFT for TWO, BY THE DUOMO",434231,Magda,,Centro Storico,43.77551,11.25912,Entire home/apt,146,7,14,2024-05-11,0.15,4,71,4,
82496,ARIANNA: a lovely apartment for 4 by the Duomo,434231,Magda,,Centro Storico,43.7755,11.25826,Entire home/apt,,7,1,2024-01-31,0.21,4,263,1,
82626,Florence Central Twin Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,104,2,19,2023-04-20,0.12,10,290,0,
83045,Classy & big penthouse + cooking,405852,Michele,,Centro Storico,43.76807,11.25997,Entire home/apt,450,3,238,2024-06-19,1.64,1,244,24,
83281,★ Cozy Studio - Piazza della Signoria,453940,Niccolò,,Centro Storico,43.76947,11.254953,Entire home/apt,119,2,73,2024-06-12,1.03,1,232,50,
84726,Boboli Garden S. Spirito Center,154769,Matilde,,Centro Storico,43.76207,11.24275,Entire home/apt,95,4,114,2024-05-12,0.71,3,264,14,
84829,La Terrazza al Duomo in Firenze,463865,Alessandro,,Centro Storico,43.77358,11.25723,Entire home/apt,145,4,144,2024-06-15,0.90,1,159,27,
89856,Acacia Firenze - Primula,488317,Deanna,,Centro Storico,43.76801,11.26212,Entire home/apt,180,3,171,2024-06-06,1.16,38,62,23,048017LTN3278
90557,Magic Florence,490856,Giovanni,,Campo di Marte,43.77017,11.27702,Entire home/apt,101,1,98,2024-06-08,0.79,1,342,13,
106407,Ghibellina 4B by MICHELANGELO'S HOUSE,4156491,Apartments Florence,,Centro Storico,43.76977,11.26376,Entire home/apt,692,3,41,2023-09-11,0.26,79,284,1,048017LTN4274
109302,Camera in centro a Firenze,564660,Manuela,,Centro Storico,43.77082,11.25711,Private room,75,2,128,2024-05-25,0.81,1,255,14,
122324,"Villa with great view over Florence, pool, Wi-Fi",613199,Lorenzo,,Campo di Marte,43.809939105084545,11.273253396410807,Entire home/apt,660,4,34,2024-04-01,0.23,2,228,5,048017LTN4431
124134,Firenze riverfront flat great Quality/Price,616226,Christina,,Isolotto Legnaia,43.77423,11.23028,Entire home/apt,144,3,222,2024-05-19,1.41,2,314,14,
129927,Studio Ricasoli overlooking Duomo,640338,Bettina,,Centro Storico,43.77471850305955,11.2559369778253,Entire home/apt,160,3,105,2022-10-27,0.67,1,136,0,
132401,"Firenze centro storico:  ""Leonardo""",650687,Adriano,,Centro Storico,43.76987838745117,11.266142845153809,Entire home/apt,95,2,307,2024-06-11,1.94,1,253,75,048017LTI8419
132955,Il MelogranoFelice center Florence,653025,Alessandro,,Centro Storico,43.76035,11.24044,Private room,40,2,54,2022-10-31,0.35,1,57,0,
133197,BEAUTIFUL ROOM Center of Florence,654278,Paolo,,Centro Storico,43.78213,11.24163,Private room,80,1,623,2024-06-20,3.93,1,216,59,
133411,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77533,11.25254,Private room,120,2,24,2024-05-05,0.19,10,260,4,
136910,VVMONO - ROOM in the HEART of FLR,669847,Alberto,,Centro Storico,43.77111,11.24893,Entire home/apt,65,7,81,2024-05-21,0.61,2,251,9,
138936,"Loft in SMN,be happy&enjoy Firenze!",525814,Isabella,,Centro Storico,43.77579,11.24643,Private room,51,2,101,2023-06-19,0.65,1,16,0,
141661,"""Grande Pepi"" - Luxury in the heart of Florence!",688861,Massimo,,Centro Storico,43.77255,11.26408,Entire home/apt,580,2,53,2023-11-28,0.36,4,138,2,
147220,S.Antonino 360° Views 5 Minutes from Duomo,4156491,Apartments Florence,,Centro Storico,43.77569,11.25229,Entire home/apt,760,3,87,2024-06-02,0.56,79,310,9,048017LTN3439
150675,The smallest hostel of Florence - Moonshine Avenue,725879,Nadja Maria,,Centro Storico,43.77522,11.25454,Private room,136,2,825,2024-06-07,5.31,14,245,66,
156559,MDR San Gallo Apartment,63709048,Marco,,Centro Storico,43.78155,11.26059,Entire home/apt,141,1,150,2024-06-13,0.96,34,357,2,048017LTN13478
160310,Romantic Hideaway Near Central Rail Station S.M.N.,221145261,Stefano,,Centro Storico,43.77521,11.24534,Entire home/apt,166,2,411,2024-06-15,2.64,2,255,65,
160352,Love Nest Near Central Rail Station S.M.N.,221145261,Stefano,,Centro Storico,43.77586,11.2443,Entire home/apt,141,2,426,2024-05-30,2.87,2,210,50,
160366,Florence Holiday Homes - Santa Maria Novella,768323,Paolo,,Centro Storico,43.77427,11.24729,Entire home/apt,98,1,696,2024-06-13,4.50,2,210,59,048017LTN1265
160399,Florence Holiday Homes - Ponte Vecchio,768323,Paolo,,Centro Storico,43.76584,11.2544,Entire home/apt,107,1,485,2024-06-15,3.12,2,230,36,048017LTN1267
161134,New Appartment River Front,992661,David,,Isolotto Legnaia,43.77278,11.23709,Entire home/apt,180,1,3,2022-06-14,0.12,1,266,0,
162132,Cosy and Sunny Flat in Florence,646917,Daniela,,Campo di Marte,43.78933,11.27226,Entire home/apt,100,4,18,2022-06-20,0.12,1,301,0,
174420,Florence Historic center - Tuscany,833421,Valentina,,Centro Storico,43.77225,11.24849,Entire home/apt,66,5,175,2024-06-12,1.13,1,234,32,
181844,BRIGHT & COZY APT IN MOST AUTHENTIC NEIGHBOURHOOD,665583,Margherita,,Centro Storico,43.76506,11.24467,Entire home/apt,180,30,26,2024-05-18,0.19,1,206,8,
182984,"Central, quiet near the Old Bridge",877420,Filippo,,Centro Storico,43.76554,11.2586,Entire home/apt,149,5,19,2024-05-03,0.15,1,256,5,
189586,Florence Gioberti Suite.,914650,Thomas,,Campo di Marte,43.77069,11.27713,Entire home/apt,140,4,47,2023-12-24,0.34,2,255,2,
191323,LOFT PANDO S.CROCE FLORENCE CENTER,914650,Thomas,,Centro Storico,43.77178,11.26133,Entire home/apt,140,4,74,2023-09-30,0.48,2,215,1,
193675,romantic apt in San Frediano,939139,Monica,,Centro Storico,43.76778,11.24119,Entire home/apt,101,2,105,2024-04-05,0.68,1,235,6,
197711,"Charming, bright apartment 5minutes from the Dome",294068,Cheti,,Centro Storico,43.771873474121094,11.261885643005371,Entire home/apt,149,2,98,2024-04-16,1.00,1,71,11,
201931,"LOVELY,GARDEN,3MINS TO CENTER VIATRAMVIA",988127,Paolo,,Rifredi,43.78437938421835,11.253579331814272,Entire home/apt,,1,60,2023-05-19,0.41,2,161,0,201931
205228,B&B FORTEZZA FIORENTINA DOUBLE/TWIN BEDS ROOM,1008798,Massimo,,Centro Storico,43.77987,11.24381,Hotel room,96,2,76,2024-05-29,0.51,3,281,43,
209838,Bright Apartment on 2 levels,1034057,Tommaso&Eleonora,,Centro Storico,43.77318,11.24431,Entire home/apt,120,2,398,2024-06-13,2.63,2,321,43,048017LTN2904
212107,Raffaello stanza privata,705513,Giovanpaolo,,Centro Storico,43.76499,11.25764,Private room,82,3,12,2024-05-18,0.11,6,69,7,048017LTI5454
224562,Appartamento Stella al Duomo,1168814,Andrea,,Centro Storico,43.772,11.26142,Entire home/apt,169,3,104,2024-06-12,0.70,1,328,10,048017LTN2402
224669,CORTE D'ARNOLFO AMBRA APARTMENT,1169561,Silverio,,Campo di Marte,43.76796,11.2714,Entire home/apt,86,2,68,2024-06-07,0.94,3,105,16,
227059,room in the middle of the central,1184498,Enrico,,Centro Storico,43.77022,11.2561,Private room,41,3,482,2024-06-12,3.45,1,16,44,
230853,Room with  View,1206885,Mariam,,Campo di Marte,43.77296447753906,11.285463333129883,Private room,70,2,571,2024-06-17,3.90,1,307,48,prot. 296885 pratica 7649/2014/SUAP Firenze pratica telematica MRDMRM51H67Z224N-01122014-1431
238351,Florence Oltrarno San Frediano,866134,Enrica,,Centro Storico,43.76914,11.24193,Entire home/apt,120,7,66,2024-04-20,0.44,1,156,10,048017LTN1538
240985,Room & private b with splendid view,681999,Cristina,,Centro Storico,43.77701,11.25421,Private room,80,3,480,2024-06-16,3.11,1,32,55,
248623,"""The ancient Fiesolana"" - Sun Light & Silence",1302596,Rita,,Centro Storico,43.7723,11.2616,Entire home/apt,108,2,98,2024-06-02,0.66,1,269,11,048017LTN3181
249512,B&B Cimabue 9,1224280,Enrico,,Campo di Marte,43.76736,11.27223,Entire home/apt,1200,1,4,2023-06-29,0.05,2,170,1,
250470,"""al parco della musica"" with covered car place",1312791,Massimo,,Centro Storico,43.78118,11.23266,Entire home/apt,120,3,164,2024-06-21,1.12,1,161,26,
251811,Ellen house soul space in the city,274074,Elly,,Centro Storico,43.7733,11.24754,Entire home/apt,160,3,213,2024-06-06,1.40,16,275,28,048017LTN3635
255154,The Swallows' Lodge,1340797,Bitte,,Campo di Marte,43.76813583209722,11.280788866715433,Entire home/apt,146,2,226,2024-06-14,1.68,2,340,20,
264971,A CASA MIA,1390015,Antonella,,Campo di Marte,43.76999,11.30511,Private room,1000,300,80,2015-10-07,0.53,1,358,0,
270205,Borgo Pinti  in center of Florence,1414775,Fernando,,Centro Storico,43.77299,11.26279,Entire home/apt,100,4,211,2024-06-16,1.42,2,258,14,048017LTN1842
271153,Cozy Florence studio with WIFI,264805,Laura,,Campo di Marte,43.78202,11.32323,Entire home/apt,72,2,381,2024-06-14,2.51,1,356,42,
273691,"The smallest hostel of Florence, Nemoland",725879,Nadja Maria,,Centro Storico,43.77531,11.25456,Private room,199,2,755,2024-06-11,4.96,14,218,38,
279656,San nicolino house the quite street,274074,Elly,,Centro Storico,43.764389,11.261067,Entire home/apt,130,3,64,2024-06-04,0.43,16,328,13,048017LTN4584
281491,Appartamento DUOMO a Firenze,1468173,Roberto,,Centro Storico,43.77453,11.25684,Entire home/apt,,2,96,2024-06-19,0.64,2,255,44,048017LTN4009
296113,Newly Refurbished in the Middle of the Center,1527944,Giovanni,,Centro Storico,43.7681,11.2564,Entire home/apt,218,2,319,2024-06-14,2.17,4,311,55,
297891,Studio P.zza del Carmine2 S.Spirito,154769,Matilde,,Centro Storico,43.7689,11.24409,Entire home/apt,93,4,45,2023-09-25,0.30,3,298,5,
298143,Firenze Rentals Mini Corso 12,1184644,Samuel & Paolo For Firenze Rentals®,,Centro Storico,43.77203,11.25575,Entire home/apt,186,1,545,2024-06-02,3.67,17,175,36,
316854,Beautiful appartment in XV Villa on Via degli Dei,1626964,Federica,,Campo di Marte,43.79101,11.29321,Entire home/apt,103,3,150,2024-05-15,1.05,1,98,14,
316984,Florence Centrally Located Loft,167739,Lorenzo,,Centro Storico,43.77525,11.25259,Entire home/apt,144,2,32,2024-05-13,0.24,10,295,5,
336259,Oro 2 bdr with Terrace on Ponte Vecchio,1702993,Marusca,,Centro Storico,43.7686,11.25324,Entire home/apt,190,3,150,2024-06-15,1.03,8,257,24,
336260,"Magic Terrace on  Ponte Vecchio, amazing view!",1702993,Marusca,,Centro Storico,43.76752,11.25266,Entire home/apt,211,3,139,2024-05-07,0.94,8,56,24,
339138,Charming singleroom XIX century apt,1091803,Giuseppe,,Campo di Marte,43.77893,11.26936,Private room,52,4,21,2021-11-02,0.14,1,35,0,
341907,Nice Quiet in the Heart of Florence,1734679,Susanna + Sandro,,Centro Storico,43.76957,11.26455,Entire home/apt,79,2,229,2019-11-30,1.53,1,0,0,
343773,Little Patio,1744286,Chiara,,Centro Storico,43.77427,11.26205,Entire home/apt,224,2,482,2024-06-10,3.31,1,250,41,
345815,Apartment with garden and view,1753956,Tommaso,,Campo di Marte,43.81893,11.28034,Entire home/apt,150,3,1,2016-06-11,0.01,1,0,0,
346237,Uva appartement,1755313,Simone,,Campo di Marte,43.77133,11.31963,Entire home/apt,188,5,24,2023-09-24,0.28,5,297,2,
346238,Appartamento Arance,1755313,Simone,,Campo di Marte,43.77119,11.31819,Entire home/apt,165,6,27,2024-05-25,0.28,5,320,3,
346239,Appartamento Fichi,1755313,Simone,,Campo di Marte,43.77149,11.31847,Entire home/apt,165,5,36,2024-06-10,0.33,5,285,1,
347062,Residenza Oltrarno Guest House,1759485,Filippo,,Isolotto Legnaia,43.77217,11.23438,Entire home/apt,510,1,15,2024-02-11,0.11,1,22,2,CIR048017ALL0186
351439,Palazzo Bardi XV Century,1780007,Roberta & Stefano,,Centro Storico,43.76779,11.25987,Entire home/apt,165,3,236,2024-06-20,1.59,2,217,45,048017LTN13890
354097,"Lodges le Mura 'Palazzo Vecchio' WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,150,2,180,2024-05-28,1.21,6,286,18,048017LTN3837
354112,"Amazing apartment with sunny terrace, WIFI, AC",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,170,2,79,2024-06-01,0.54,6,268,4,048017LTN3983
359054,"Newly rennovated apartment with terrace, WIFI, AC",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,140,2,96,2023-10-13,0.65,6,288,2,048017LTN3984
359058,"Fantastic apartment, Dome view, WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,180,2,62,2023-06-11,0.42,6,252,0,048017LTN3985
367374,"Lodges le Mura 'Ponte Vecchio' WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,220,2,93,2023-10-09,0.63,6,275,3,048017LTN3839
367427,"Lodges le Mura 'Uffizi' WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,120,2,79,2023-06-19,0.53,6,244,0,048017LTN3838
367487,Cozy Stay,1854501,Nadim,,Centro Storico,43.76856,11.26299,Entire home/apt,125,28,54,2024-06-05,0.74,1,54,9,
369523,Florence Best Spot - New Nice & Peculiar apartment,1863361,Stefano,,Gavinana Galluzzo,43.76399,11.27084,Entire home/apt,92,2,56,2024-06-16,0.38,1,311,14,
372687,Ghibellina 2b by SANTA CROCE CATHEDRAL,4156491,Apartments Florence,,Centro Storico,43.76976,11.26376,Entire home/apt,319,3,10,2022-08-11,0.08,79,30,0,048017LTN4059
379760,TERRACE with a VIEW... FLORENCE is ALL AROUND YOU!,1906603,Niccolò,,Campo di Marte,43.78391,11.28177,Entire home/apt,150,3,106,2023-09-10,0.88,1,206,1,
384095,Comfortable private room,520878,Antonio,,Centro Storico,43.77516,11.2525,Private room,120,1,101,2023-10-02,0.68,1,245,1,
393927,"The Stables in Renaissance Villa, pool, car space",1778421,Guido,,Campo di Marte,43.77696,11.30987,Entire home/apt,254,4,31,2024-05-31,0.35,2,320,14,
393928,"historic Chapel in Villa: pool, garden, car space",1778421,Guido,,Campo di Marte,43.7788,11.31186,Entire home/apt,220,4,99,2024-06-16,0.71,2,328,19,
396714,FORTEZZA FIORENTINA doppia bagno in comune,1008798,Massimo,,Centro Storico,43.78049,11.24462,Hotel room,93,1,453,2024-06-07,3.10,3,306,75,
403424,A pochi passi da Ponte Vecchio,2012253,Filippo,,Centro Storico,43.76795,11.25168,Entire home/apt,50,29,128,2023-03-05,0.87,1,46,0,"Foglio 170, Particella 96, Sub. 22, Cat. A3"
404451,"Florence, wonderful apartments !!!",1123084,Simone,,Isolotto Legnaia,43.77306,11.19181,Entire home/apt,120,1,117,2019-07-08,0.80,1,141,0,
405278,La Casina Country House in a Typical Tuscan Garden,643110,Isabella,,Rifredi,43.79713,11.25299,Entire home/apt,120,1,16,2023-10-14,0.14,5,143,5,
405633,B&B Casa Tintori - Light Blue Room,762706,Riccardo,,Centro Storico,43.76781,11.25886,Hotel room,147,1,26,2023-10-24,0.27,10,248,3,
412264,"""Piccolo Pepi"" - superior flat with all comforts",688861,Massimo,,Centro Storico,43.77291,11.26426,Entire home/apt,434,2,24,2023-11-27,0.17,4,146,1,
413600,SuperCentral flat -Lovely terrace,2057721,Francesca,,Centro Storico,43.76631,11.24384,Entire home/apt,113,2,136,2024-06-21,0.93,1,318,18,
423556,Central apt amazing view!500m from SMN,2106321,Chiara E Stefania,,Centro Storico,43.77345,11.2436,Entire home/apt,320,2,52,2023-06-26,0.35,2,17,1,
424065,Roof Terrace and Breathtaking View,2107675,Laura,,Centro Storico,43.77258,11.26095,Entire home/apt,150,3,426,2024-06-21,2.89,1,197,47,
429670,APARTMENT BETWEEN DUOMO AND OLD BRIDGE,1269265,Lorenzo,,Centro Storico,43.77109,11.25798,Entire home/apt,,2,2,2023-11-18,0.02,4,72,1,048017LTN1135
430349,Lovely & Strategic Apt in Florence,2102208,Marie-Claire,,Centro Storico,43.77851,11.25196,Entire home/apt,137,2,132,2024-06-02,0.90,1,201,17,
444641,Florence Ponte Vecchio Apartment,2209493,Pierpaolo,,Centro Storico,43.76804,11.25172,Entire home/apt,130,2,141,2024-04-13,0.96,1,103,15,048017LTN0402
445904,Pietrapiana flat-quiet and central,2214514,Caterina,,Centro Storico,43.77032,11.26547,Entire home/apt,98,2,318,2024-05-19,2.18,1,122,40,
450734,H - Old Town Guest House,1091607,Daniele & Clara,,Centro Storico,43.7695,11.24082,Private room,76,2,533,2024-06-12,3.60,10,136,45,
451353,"Spacious, 2 bedroom flat near city center",2241893,Monia,,Rifredi,43.79113,11.24646,Entire home/apt,88,2,393,2024-06-15,2.67,1,125,18,
456996,"BB Casa Schlatter, Painter's Atelier. Room #2",2272298,Alessandra,,Campo di Marte,43.77961,11.27975,Private room,99,3,1,2022-10-11,0.05,4,218,0,
457154,G - Old Town Guest House,1091607,Daniele & Clara,,Centro Storico,43.76936,11.24082,Private room,76,2,472,2024-06-12,3.21,10,200,44,
457193,In Florence as the Florentines ...,1549248,Marcella,,Rifredi,43.78543,11.26045,Entire home/apt,95,2,30,2020-01-01,0.22,1,203,0,
463877,BB Casa Schlatter/Artist's Atelier. triple bedroom,2272298,Alessandra,,Campo di Marte,43.77954,11.27986,Private room,124,2,2,2024-04-28,0.09,4,218,1,
463942,BB Casa Schlatter Artist's Atelier. Room #3,2272298,Alessandra,,Campo di Marte,43.78144,11.28003,Private room,80,3,11,2024-04-12,0.09,4,218,2,
463966,Artist atelier-Florence center,2272298,Alessandra,,Campo di Marte,43.77976,11.2801,Entire home/apt,220,7,38,2024-06-01,0.30,4,211,9,
464111,Studio Florence historical center,2293087,Alessandro,,Centro Storico,43.77179718017578,11.263771057128906,Entire home/apt,75,3,177,2024-05-25,1.20,1,259,21,
469515,"2 bedrooms, 2 bathrooms, in the heart of Florence",2329953,Giulia,,Centro Storico,43.77023,11.26429,Entire home/apt,190,2,246,2024-05-11,1.68,1,38,10,048017CAV0321
471267,Quiet & Central Nest in Florence!,96905,Elisabetta,,Centro Storico,43.78066,11.25774,Entire home/apt,91,3,132,2024-05-31,0.96,3,291,15,048017LTN1005
472854,Firenze flat with garden&free parking groundfloor,616226,Christina,,Centro Storico,43.76797,11.2673,Entire home/apt,310,3,186,2024-05-30,1.31,2,160,10,
479657,Central and cozy PALAZZO ALFANI,2272750,Francesca,,Centro Storico,43.77426,11.25699,Entire home/apt,300,2,20,2023-05-19,0.14,5,364,0,
482422,typicol florentin studio,2388591,Luca,,Centro Storico,43.76999,11.25345,Entire home/apt,150,1,0,,,1,192,0,
485541,Independent studio near SantaMariaNovella Station,2403819,Francesco,,Centro Storico,43.78005,11.23944,Entire home/apt,79,2,408,2024-06-20,2.78,3,282,51,
488425,Appartamento Da Leonardo,2416972,Leonardo,,Centro Storico,43.78608322143555,11.226951599121094,Entire home/apt,100,2,13,2019-04-13,0.09,1,267,0,
491105,"ampia, luminosa e silenziosa stanza privata",2427585,Sara,,Campo di Marte,43.79273,11.27445,Private room,79,3,26,2023-09-29,0.36,3,240,5,
491135,"Wonderful Room, stunning view on Florence's Dome",2427914,Donatella,,Centro Storico,43.771820068359375,11.259679794311523,Private room,80,2,542,2024-06-19,3.71,1,4,71,
494454,NEW 1 bedroom flat in the center,369018,Guido,,Centro Storico,43.7656,11.24738,Entire home/apt,148,1,1,2017-01-02,0.01,2,31,0,
497538,Panoramic apartment in the center of Florence!,2456439,Andrea,,Centro Storico,43.7684,11.24701,Entire home/apt,98,3,123,2024-06-14,0.84,1,6,33,
500709,MODERN NEW FLAT CLOSE TO CITY CENTER,2470519,Andrea,,Centro Storico,43.78455,11.23301,Entire home/apt,93,4,115,2024-06-15,0.79,2,268,17,
501537,City View Gorgeous Apt -Elevator- High-Speed Wi-Fi,1519484,Paola,,Centro Storico,43.77398,11.2451,Entire home/apt,160,3,47,2024-06-15,0.36,1,207,8,048017LTN5719
503147,B&B FORTEZZA FIORENTINA SINGLE ROOM,1008798,Massimo,,Centro Storico,43.77937,11.24602,Hotel room,87,2,68,2024-04-11,0.52,3,313,33,
504372,Apartment with Private Garden,2383090,Maia,,Centro Storico,43.76385,11.23997,Entire home/apt,150,3,56,2023-10-16,0.40,1,315,7,
505141,Art appartment Santo Spirito Matteo,1645859,David,,Centro Storico,43.76619,11.24702,Entire home/apt,120,2,480,2024-06-09,3.29,19,246,39,
521618,Oltrarno-Pitti palace area appartamento,2428104,Elena,,Centro Storico,43.76578,11.24858,Entire home/apt,117,3,111,2024-06-17,0.79,1,260,5,048017LTN14234
523048,MARIA - Apartment facing large terrace,2377476,Clara E Carlo,,Centro Storico,43.75932,11.24215,Entire home/apt,190,3,0,,,12,342,0,
523095,STUDIOLO - Charming Studio in a 1860' Villa,2377476,Clara E Carlo,,Centro Storico,43.75865,11.2429,Entire home/apt,140,3,10,2024-04-06,0.12,12,344,2,
