Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
248,199440807350670,January,AL,3477.1765,1260.0,40,39,1,,45,2,1,1,4,"Native, Born In US",63,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,31.5,3.449987545831587
678,429940631160930,January,AZ,4279.9762,1788.0,50,43,1,,28,2,7,0,0,"Native, Born In US",86,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,35.76,3.576829950305313
679,429940631160930,January,AZ,4505.0438,1730.0,50,43,1,,53,2,7,0,0,"Native, Born In US",86,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,34.6,3.543853682063679
946,900950090403829,January,AR,1783.3996,1923.0,70,39,1,,32,2,1,0,0,"Native, Born In US",71,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,27.47142857142857,3.3131465035394205
1134,599600268580630,January,AR,1483.9404,1050.0,35,40,1,,35,2,5,2,10,"Native, Born In US",71,Elementary and secondary schools (6111),2540,Government - Federal,No,No,Employed-At Work,1,30.0,3.4011973816621555
2442,70910360908069,January,CA,2831.3894,288.0,18,42,1,,48,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,16.0,2.772588722239781
2539,96933007013645,January,CA,3060.9446,405.54,27,40,1,1.0,31,2,5,4,10,"Foreign Born, Not a US Citizen",93,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,15.020000000000001,2.709382646335989
2719,300609992132215,January,CA,2940.4224,240.0,15,42,1,1.0,39,2,1,2,3,"Native, Born In US",93,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-At Work,1,16.0,2.772588722239781
2963,700600056102812,January,CA,3396.2494,51.0,6,40,1,,20,2,7,0,0,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2540,"Private, Nonprofit",No,No,Employed-At Work,1,8.5,2.1400661634962708
3045,760341003905396,January,CA,4113.459,346.15,30,39,2,,23,2,7,1,2,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,11.538333333333332,2.4456748254618788
3079,803902170070806,January,CA,2935.9702,87.5,5,39,8,,34,2,1,2,3,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,17.5,2.8622008809294686
3579,150988099907309,January,CO,2636.8624,1590.0,40,43,10,,46,1,1,1,4,"Native, Born In US",84,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,0,39.75,3.6826098411003407
3650,879610904480730,January,CO,1460.1719,520.0,40,40,1,1.0,44,2,6,1,3,"Foreign Born, US Cit By Naturalization",84,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,13.0,2.5649493574615367
4285,59660390970697,January,CT,1132.1002,494.0,38,42,1,,59,2,5,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,13.0,2.5649493574615367
4311,95570390979397,January,CT,1151.0512,400.0,35,40,1,7.0,18,2,7,0,0,"Foreign Born, Not a US Citizen",CT,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-Absent,1,11.428571428571429,2.436116485618568
5700,989032729139360,January,FL,3122.9209,880.0,40,39,2,,64,2,1,2,3,"Native, Born In US",59,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,22.0,3.091042453358316
5868,190983408016298,January,FL,3658.5797,576.0,40,42,1,,47,2,1,2,4,"Native, Born In US",59,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-At Work,1,14.4,2.667228206581955
6088,507004731103942,January,FL,3854.5951,769.0,40,44,2,,33,2,1,1,3,"Foreign Born, US Cit By Naturalization",59,Elementary and secondary schools (6111),2540,"Private, Nonprofit",Yes,,Employed-At Work,1,19.225,2.9562115153917077
6780,929093946179660,January,GA,3257.6963,112.5,15,40,1,,20,2,7,0,0,"Native, Born In US",58,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,7.5,2.0149030205422647
6819,975013944179180,January,GA,3454.7842,2884.61,40,43,1,,47,2,1,2,4,"Native, Born In US",58,Elementary and secondary schools (6111),2540,"Private, Nonprofit",Yes,,Employed-At Work,1,72.11525,4.27826553371462
7084,255769530927100,January,HI,506.5868,1020.0,30,40,4,,44,2,7,2,3,"Native, Born Abroad Of US Parent(s)",95,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,34.0,3.5263605246161616
7267,351950027908274,January,HI,473.4498,865.0,40,42,1,,41,2,1,1,4,"Native, Born In US",95,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,21.625,3.073850052817943
7566,761203013906594,January,ID,1350.0187,576.92,40,40,1,,40,2,7,0,0,"Native, Born In US",82,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,14.422999999999998,2.668824154601373
7630,913006915179510,January,ID,908.4624,400.0,35,42,1,,57,2,5,0,0,"Native, Born In US",82,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.428571428571429,2.436116485618568
8217,473197437700672,January,IL,2409.6205,1000.0,40,39,1,1.0,43,2,1,1,4,"Native, Born In US",IL,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,25.0,3.2188758248682006
8269,710709877669510,January,IL,3062.2235,1153.0,40,43,4,,45,2,1,2,10,"Foreign Born, US Cit By Naturalization",IL,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,28.825,3.3612430661551227
8520,190975091913959,January,IL,2920.4835,440.0,40,41,2,,34,2,1,2,3,"Native, Born In US",IL,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,11.0,2.3978952727983707
8704,105053401093891,January,IN,3609.9382,305.55,28,40,1,,40,2,1,2,10,"Native, Born In US",IN,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,10.9125,2.3899089211657207
9042,784019961179700,January,IA,1399.5237,464.4,36,40,1,,50,2,1,2,10,"Native, Born In US",IA,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-Absent,1,12.899999999999999,2.5572273113676265
9046,791685057908494,January,IA,1399.5237,512.0,32,39,1,,51,2,1,0,0,"Native, Born In US",IA,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,16.0,2.772588722239781
9502,502814027001617,January,KS,1900.159,397.25,35,43,1,,24,2,7,0,0,"Native, Born In US",47,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.35,2.4292177439274116
9589,874296409000603,January,KS,1575.0336,300.0,36,39,1,,64,2,5,0,0,"Native, Born In US",47,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,8.333333333333334,2.120263536200091
9622,52252300994695,January,KS,1668.8433,477.3,37,39,1,,47,2,5,0,0,"Native, Born In US",47,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,12.9,2.5572273113676265
9679,550900098627379,January,KS,1751.964,300.0,40,44,1,,51,2,7,0,0,"Native, Born In US",47,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,7.5,2.0149030205422647
9752,81772700794295,January,KS,1626.2601,192.1,20,44,1,,44,2,1,3,10,"Native, Born In US",47,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,9.605,2.2622837962205202
10535,620933077727539,January,ME,710.2441,371.4,30,40,1,,30,2,5,2,8,"Native, Born In US",ME,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-At Work,1,12.379999999999999,2.51608226725645
10545,655083961239890,January,ME,537.399,880.0,46,40,1,,56,2,1,0,0,"Native, Born In US",ME,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-At Work,1,19.130434782608695,2.9512805109831572
10893,380941074827689,January,MD,2366.1426,576.92,40,43,2,,44,1,1,2,8,"Native, Born In US",52,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,0,14.422999999999998,2.668824154601373
10895,430298689400870,January,MD,1467.8002,300.0,20,43,1,,45,2,1,2,3,"Native, Born In US",52,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,15.0,2.70805020110221
11069,273927107054418,January,MD,1733.3242,857.5,35,43,1,,25,2,1,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,24.5,3.1986731175506815
11078,277276219400672,January,MD,1907.9886,135.0,20,37,1,,17,2,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,6.75,1.9095425048844386
11123,320407987835888,January,MD,1601.0513,450.0,30,43,1,,43,2,1,1,3,"Native, Born In US",52,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,15.0,2.70805020110221
11243,640940094323149,January,MD,1885.1953,255.0,30,40,1,,20,2,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,8.5,2.1400661634962708
11371,914029770429207,January,MD,1609.5307,1763.0,41,40,4,,46,2,1,2,3,"Foreign Born, US Cit By Naturalization",52,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,43.0,3.7612001156935624
11385,940741090027619,January,MD,2380.1701,769.23,40,40,2,,35,2,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,19.23075,2.9565105604002095
11602,43182350978599,January,MA,2791.8572,413.4,30,39,1,,56,2,5,0,0,"Native, Born In US",MA,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,13.78,2.6232182655855123
11656,292913403065566,January,MA,2791.8572,537.5,35,42,1,,56,2,1,0,0,"Native, Born In US",MA,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,15.357142857142858,2.731580698512404
11962,298983804092605,January,MI,2563.1233,440.0,40,40,2,,32,2,7,0,0,"Native, Born In US",MI,Employment services (5613),2540,"Private, For Profit",No,No,Employed-At Work,1,11.0,2.3978952727983707
12492,948006902279110,January,MI,3168.8766,256.0,32,42,2,,45,2,5,1,4,"Native, Born In US",MI,Employment services (5613),2540,"Private, For Profit",No,No,Employed-At Work,1,8.0,2.0794415416798357
12946,197600370890200,January,MN,1658.0123,470.0,40,39,1,,48,2,1,3,4,"Native, Born In US",MN,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.75,2.463853240590168
13001,791087985239380,January,MN,1793.5014,525.0,35,43,1,,62,2,1,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,15.0,2.70805020110221
13080,220979072123239,January,MN,1701.0543,150.0,30,42,1,,50,2,5,0,0,"Native, Born In US",MN,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-Absent,1,5.0,1.6094379124341003
13096,720701077619113,January,MN,1837.1771,217.5,30,40,1,,22,2,7,0,0,"Native, Born In US",MN,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,7.25,1.9810014688665833
13104,791047989279270,January,MN,1837.1771,240.38,35,41,1,,22,2,1,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,6.867999999999999,1.926872943035229
13306,899580309480632,January,MS,3306.2544,865.0,40,41,1,,40,2,5,0,0,"Native, Born In US",64,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,21.625,3.073850052817943
13418,730089915239920,January,MO,2715.64,470.0,40,41,1,,45,2,1,2,3,"Native, Born In US",MO,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.75,2.463853240590168
13605,929389730406204,January,MO,2545.2151,108.0,4,40,1,,25,2,1,0,0,"Native, Born In US",MO,"Business, technical, and trade schools and training (6114, 6115)",2540,"Private, For Profit",No,No,Employed-At Work,1,27.0,3.295836866004329
14265,607001003108851,January,NE,877.4921,307.69,35,40,1,,34,2,1,3,8,"Native, Born In US",46,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,8.791142857142857,2.173744721122952
14325,970021909379970,January,NE,811.9137,92.3,15,44,1,,40,2,6,1,3,"Native, Born In US",46,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,6.153333333333333,1.8169939404065965
14387,701459330707303,January,NE,836.4883,226.38,35,43,1,,25,1,1,2,1,"Native, Born In US",46,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,0,6.468,1.8668669417148605
14472,202340570120303,January,NV,1281.6589,720.0,20,39,1,5.0,47,2,1,0,0,"Foreign Born, US Cit By Naturalization",88,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,36.0,3.58351893845611
14871,250938079737859,January,NH,441.5364,288.46,30,39,1,,47,2,1,3,10,"Native, Born In US",NH,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,9.615333333333332,2.2633590464932087
14937,650731070533229,January,NH,449.6645,1387.0,38,43,1,,51,2,1,0,0,"Native, Born In US",NH,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,36.5,3.597312260588446
15432,14493340978096,January,NJ,3149.1315,604.65,35,43,1,,53,1,1,0,0,"Native, Born In US",NJ,"Business, technical, and trade schools and training (6114, 6115)",2540,Government - Local,Yes,,Employed-At Work,0,17.275714285714287,2.849301716741871
15466,81063740976590,January,NJ,3542.072,340.0,20,43,1,,50,2,1,1,3,"Native, Born In US",NJ,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,17.0,2.833213344056216
16220,305063403007681,January,NY,3048.5618,339.15,35,40,2,,47,2,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,9.69,2.2710944259026746
16365,438399529600051,January,NY,2285.4967,673.0,40,42,2,,41,2,1,3,10,"Native, Born In US",NY,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,16.825,2.8228658755307916
16681,9933760978994,January,NY,3641.656,625.0,34,41,1,,62,2,1,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,18.38235294117647,2.91139112512024
16849,397957502085628,January,NY,2883.7137,596.15,40,39,1,1.0,58,2,1,0,0,"Foreign Born, US Cit By Naturalization",NY,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,14.903749999999999,2.7016128591382045
17388,730700065463119,January,NC,3087.5291,1120.0,40,43,1,,58,2,1,0,0,"Native, Born In US",56,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,28.0,3.332204510175204
17826,95343380999393,January,ND,378.9414,684.0,38,39,1,,41,2,1,0,0,"Native, Born In US",ND,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,18.0,2.8903717578961645
17877,750984097733639,January,ND,439.53,320.0,32,39,1,,61,2,1,0,0,"Native, Born In US",ND,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,10.0,2.302585092994046
17912,908979970076306,January,ND,634.6601,920.0,40,42,3,,47,1,1,2,10,"Native, Born In US",ND,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,0,23.0,3.1354942159291497
18975,941010975479050,January,OK,1944.9842,350.0,35,41,1,,59,2,1,0,0,"Native, Born In US",73,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,10.0,2.302585092994046
20385,479860414650734,January,RI,509.2244,807.0,40,39,1,,60,2,1,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-At Work,1,20.175,3.0044442141560124
20500,190440096647269,January,RI,475.3229,498.5,32,43,1,,61,2,1,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,15.578125,2.7458676866021663
20525,340407941095567,January,RI,447.504,664.65,35,39,1,,52,2,1,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-At Work,1,18.99,2.9439125248241944
20624,703703844894974,January,RI,439.4149,148.0,20,39,1,,49,2,1,3,10,"Native, Born In US",RI,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,7.4,2.0014800002101243
20701,1164350792091,January,SC,2838.0533,750.0,35,41,1,,44,2,5,1,3,"Native, Born In US",57,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,21.428571428571427,3.0647251450409425
21320,236620870870401,January,SD,485.4679,513.0,38,39,1,,52,2,1,0,0,"Native, Born In US",SD,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,13.5,2.6026896854443837
21697,692037979439280,January,TN,2750.9783,646.0,38,39,1,,52,2,1,0,0,"Native, Born In US",62,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,17.0,2.833213344056216
21698,692037979439280,January,TN,3507.3621,969.0,38,43,1,,25,2,7,0,0,"Native, Born In US",62,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,25.5,3.2386784521643803
21957,200787098447349,January,TX,3144.2682,694.44,40,40,1,1.0,32,2,1,0,0,"Foreign Born, Not a US Citizen",74,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,17.361,2.8542263112598114
23102,55724780695298,January,TX,3493.8996,311.53,40,39,1,,32,2,5,2,3,"Native, Born In US",74,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,7.78825,2.052616187662432
23212,978038918439370,January,TX,2787.7692,480.76,40,40,1,1.0,42,2,1,1,2,"Native, Born In US",74,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,12.019,2.4864887309706516
23321,159440030360407,January,UT,1808.746,138.46,20,39,1,,43,2,1,3,3,"Native, Born In US",87,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,6.923,1.9348492016958885
23327,207907084595269,January,UT,1954.8386,323.93,29,40,1,,31,2,1,2,3,"Native, Born In US",87,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,11.17,2.413231613081109
23520,941079915479320,January,UT,1556.6403,100.0,18,43,1,,62,2,5,0,0,"Native, Born In US",87,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,5.555555555555555,1.7147984280919266
23640,240904066657889,January,VT,283.963,1750.0,37,42,1,,50,2,1,0,0,"Native, Born In US",VT,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,47.2972972972973,3.856453154273335
24037,900912093757549,January,VA,3270.0243,360.0,40,37,2,,54,2,5,1,3,"Native, Born In US",54,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,9.0,2.1972245773362196
24739,807907205892393,January,WA,2756.6492,323.07,45,39,1,,55,2,1,0,0,"Native, Born In US",91,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,7.179333333333333,1.9712065282385796
24757,963209130259505,January,WA,3768.1766,276.92,30,39,8,,50,2,1,1,4,"Native, Born In US",91,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,9.230666666666668,2.2225312741476695
24871,923869570867504,January,WA,3272.7422,534.1,35,40,1,,50,2,5,0,0,"Native, Born In US",91,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,15.26,2.725235025856311
24884,953899430139508,January,WA,3206.2032,384.61,40,42,1,,60,2,5,0,0,"Native, Born In US",91,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,9.61525,2.2633503797427634
25816,231507870600159,January,WY,454.0622,300.0,32,40,1,,31,2,1,5,8,"Native, Born In US",83,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,9.375,2.2380465718564744
25853,565415037909961,January,WY,335.1969,138.0,20,41,1,1.0,50,2,1,0,0,"Native, Born In US",83,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,6.9,1.9315214116032138
25967,136598879600866,January,WY,289.9646,600.0,40,41,1,,56,2,1,0,0,"Native, Born In US",83,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,15.0,2.70805020110221
26624,900829097408239,February,AK,388.1573,736.05,35,40,1,,60,2,1,0,0,"Native, Born In US",94,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,21.029999999999998,3.0459499897146083
26685,92948208035472,February,AZ,3261.481,480.0,40,39,1,1.0,26,2,7,2,3,"Foreign Born, Not a US Citizen",86,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,12.0,2.4849066497880004
26827,59074176040610,February,AZ,4516.2518,627.0,33,39,1,,53,2,1,0,0,"Native, Born In US",86,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,19.0,2.9444389791664403
26833,67560440017109,February,AZ,3494.7486,344.0,40,42,1,,23,2,7,0,0,"Native, Born In US",86,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,8.6,2.151762203259462
26966,800409994411396,February,AZ,4241.0949,463.6,38,40,1,,53,2,5,0,0,"Native, Born In US",86,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,12.200000000000001,2.501435951739211
27211,63998402097539,February,AR,1464.1842,1788.0,50,39,1,,54,2,1,1,3,"Native, Born In US",71,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,35.76,3.576829950305313
27492,78610860018003,February,CA,3035.9575,221.0,20,40,1,,48,2,1,1,4,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,11.05,2.402430427963762
27717,290862098508388,February,CA,2849.7023,840.0,40,42,1,,40,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,21.0,3.044522437723423
27848,546092739600913,February,CA,3209.5223,673.0,35,39,1,1.0,47,2,1,0,0,"Foreign Born, US Cit By Naturalization",93,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,19.228571428571428,2.956397268155314
27892,596458740899001,February,CA,3421.7601,40.0,5,38,1,1.0,18,1,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,0,8.0,2.0794415416798357
28515,50740460017407,February,CA,3078.8898,395.07,40,43,1,,39,2,1,2,10,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,9.87675,2.290183510276302
28521,53310860959891,February,CA,3364.2432,532.0,38,40,1,,26,2,7,1,2,"Native, Born In US",93,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,14.0,2.6390573296152584
29375,986006536049300,February,CA,3000.0679,772.0,40,39,1,,38,2,4,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,19.3,2.9601050959108397
29921,582090269800781,February,CO,2372.1877,48.0,4,40,8,,25,2,7,0,0,"Native, Born In US",84,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,12.0,2.4849066497880004
29983,878939680717006,February,CO,1664.5399,121.0,11,44,1,,45,2,1,3,3,"Native, Born In US",84,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.0,2.3978952727983707
30284,547071479900774,February,CT,1381.5779,207.69,20,39,1,,24,2,7,0,0,"Native, Born In US",CT,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-At Work,1,10.3845,2.340314309804053
30466,350599097704959,February,CT,1132.3001,423.07,35,44,1,,37,2,1,2,5,"Native, Born In US",CT,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,12.087714285714286,2.4921895884993623
30551,640590074308149,February,CT,932.453,276.0,38,42,1,,60,2,1,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2540,"Private, Nonprofit",Yes,,Employed-At Work,1,7.2631578947368425,1.9828147059907644
30613,800907902188699,February,CT,1132.3001,256.25,25,43,1,,35,2,1,2,3,"Native, Born In US",CT,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,10.25,2.327277705584417
30735,99958606026929,February,CT,1072.852,555.0,40,43,1,,39,2,1,3,8,"Native, Born In US",CT,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,13.875,2.630088659632498
31007,70802096918968,February,DE,427.2716,1325.0,37,43,1,,49,2,1,1,4,"Native, Born In US",51,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,35.810810810810814,3.578249825776098
31394,187150183390741,February,DC,476.4414,525.0,35,44,2,,44,2,7,0,0,"Native, Born In US",53,Elementary and secondary schools (6111),2540,Government - State,No,Yes,Employed-At Work,1,15.0,2.70805020110221
31402,188240461700781,February,DC,301.2497,812.5,40,44,1,,29,1,7,0,0,"Native, Born In US",53,"Colleges and universities, including junior colleges (6112, 6113)",2540,"Private, For Profit",No,No,Employed-At Work,0,20.3125,3.011236460089956
31636,526091118039,February,FL,3183.2814,272.16,20,40,1,,49,2,1,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,13.608,2.6106578550935606
32862,86991830986394,February,GA,4463.9307,920.0,40,43,2,,50,2,5,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,23.0,3.1354942159291497
33059,643190849300922,February,GA,3086.6057,240.0,20,43,1,,51,2,3,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,12.0,2.4849066497880004
33160,994063869189830,February,GA,2453.9691,600.0,40,42,1,,31,2,5,1,3,"Native, Born In US",58,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,15.0,2.70805020110221
33604,690855077614069,February,HI,485.021,769.0,40,40,5,,47,2,1,0,0,"Native, Born In US",95,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,19.225,2.9562115153917077
33614,704702571791755,February,HI,465.1731,82.5,10,40,4,,19,2,7,0,0,"Native, Born In US",95,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-At Work,1,8.25,2.1102132003465894
33927,410609960219696,February,ID,1091.7123,173.07,30,40,1,,39,2,1,5,10,"Native, Born In US",82,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,5.769,1.7524987552747524
33972,961126064909690,February,ID,1196.2458,116.0,16,37,1,,18,2,7,0,0,"Native, Born In US",82,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,7.25,1.9810014688665833
34023,608902231990566,February,ID,1167.5544,368.28,31,43,1,,57,2,1,0,0,"Native, Born In US",82,Restaurants and other food services (722 exc. 7224),2540,Government - State,Yes,,Employed-At Work,1,11.879999999999999,2.474856313934499
34258,971319098909999,February,IL,3079.7966,346.15,35,39,1,8.0,49,2,1,1,4,"Native, Born In US",IL,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,9.889999999999999,2.2915241456346207
34260,971319098909999,February,IL,4115.1699,420.0,4,40,1,,21,2,7,0,0,"Native, Born In US",IL,"Colleges and universities, including junior colleges (6112, 6113)",2540,"Private, For Profit",No,No,Employed-At Work,1,105.0,4.653960350157523
